identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/alarmType,product/capacitystatus,product/clockSpeed,product/currentGeneration,product/databaseEngine,product/dedicatedEbsThroughput,product/deploymentOption,product/ecu,product/engineCode,product/enhancedNetworkingSupported,product/fromLocation,product/fromLocationType,product/group,product/groupDescription,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/logsDestination,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/minVolumeSize,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/platousagetype,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/region,product/servicecode,product/servicename,product/sku,product/storage,product/storageMedia,product/tenancy,product/tiertype,product/toLocation,product/toLocationType,product/transferType,product/usagetype,product/vcpu,product/version,product/volumeApiName,product/volumeType,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod,resourceTags/aws:createdBy,resourceTags/user:Name,costCategory/All_Account_EC2_Costs,costCategory/DM_Account_All_FinOps_Formation_Costs,costCategory/MyTestCostCategorie
y55grcioy4kikbywwtw6htwp7ff4y3a6wjh6zn7feelgxnciopcq,2021-05-01T08:00:00Z/2021-05-01T09:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T08:00:00Z,2021-05-01T09:00:00Z,AmazonS3,EU-EUW2-AWS-In-Bytes,PutObject,,ilki-cloudtrail-journal-suivi-01,0.0000169780,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - EU (Ireland) data transfer from EU (London),,AWS EMEA SARL,Amazon Simple Storage Service,,,,,,,,,,,EU (Ireland),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-west-1,AWSDataTransfer,AWS Data Transfer,AAQ3STN86RN4D2VT,,,,,EU (London),AWS Region,InterRegion Inbound,EU-EUW2-AWS-In-Bytes,,,,,AAQ3STN86RN4D2VT.JRTCKXETXF.6YS6EN2CT7,3187593557,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,,,
y55grcioy4kikbywwtw6htwp7ff4y3a6wjh6zn7feelgxnciopcq,2021-05-01T09:00:00Z/2021-05-01T10:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T09:00:00Z,2021-05-01T10:00:00Z,AmazonS3,EU-EUW2-AWS-In-Bytes,PutObject,,ilki-cloudtrail-journal-suivi-01,0.0000194982,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - EU (Ireland) data transfer from EU (London),,AWS EMEA SARL,Amazon Simple Storage Service,,,,,,,,,,,EU (Ireland),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-west-1,AWSDataTransfer,AWS Data Transfer,AAQ3STN86RN4D2VT,,,,,EU (London),AWS Region,InterRegion Inbound,EU-EUW2-AWS-In-Bytes,,,,,AAQ3STN86RN4D2VT.JRTCKXETXF.6YS6EN2CT7,3187593557,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,,,
y55grcioy4kikbywwtw6htwp7ff4y3a6wjh6zn7feelgxnciopcq,2021-05-01T10:00:00Z/2021-05-01T11:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T10:00:00Z,2021-05-01T11:00:00Z,AmazonS3,EU-EUW2-AWS-In-Bytes,PutObject,,ilki-cloudtrail-journal-suivi-01,0.0000179484,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - EU (Ireland) data transfer from EU (London),,AWS EMEA SARL,Amazon Simple Storage Service,,,,,,,,,,,EU (Ireland),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-west-1,AWSDataTransfer,AWS Data Transfer,AAQ3STN86RN4D2VT,,,,,EU (London),AWS Region,InterRegion Inbound,EU-EUW2-AWS-In-Bytes,,,,,AAQ3STN86RN4D2VT.JRTCKXETXF.6YS6EN2CT7,3187593557,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,,,
y55grcioy4kikbywwtw6htwp7ff4y3a6wjh6zn7feelgxnciopcq,2021-05-01T11:00:00Z/2021-05-01T12:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T11:00:00Z,2021-05-01T12:00:00Z,AmazonS3,EU-EUW2-AWS-In-Bytes,PutObject,,ilki-cloudtrail-journal-suivi-01,0.0000166781,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - EU (Ireland) data transfer from EU (London),,AWS EMEA SARL,Amazon Simple Storage Service,,,,,,,,,,,EU (Ireland),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-west-1,AWSDataTransfer,AWS Data Transfer,AAQ3STN86RN4D2VT,,,,,EU (London),AWS Region,InterRegion Inbound,EU-EUW2-AWS-In-Bytes,,,,,AAQ3STN86RN4D2VT.JRTCKXETXF.6YS6EN2CT7,3187593557,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,,,
y55grcioy4kikbywwtw6htwp7ff4y3a6wjh6zn7feelgxnciopcq,2021-05-01T12:00:00Z/2021-05-01T13:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T12:00:00Z,2021-05-01T13:00:00Z,AmazonS3,EU-EUW2-AWS-In-Bytes,PutObject,,ilki-cloudtrail-journal-suivi-01,0.0000176206,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - EU (Ireland) data transfer from EU (London),,AWS EMEA SARL,Amazon Simple Storage Service,,,,,,,,,,,EU (Ireland),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-west-1,AWSDataTransfer,AWS Data Transfer,AAQ3STN86RN4D2VT,,,,,EU (London),AWS Region,InterRegion Inbound,EU-EUW2-AWS-In-Bytes,,,,,AAQ3STN86RN4D2VT.JRTCKXETXF.6YS6EN2CT7,3187593557,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,,,
y55grcioy4kikbywwtw6htwp7ff4y3a6wjh6zn7feelgxnciopcq,2021-05-01T13:00:00Z/2021-05-01T14:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T13:00:00Z,2021-05-01T14:00:00Z,AmazonS3,EU-EUW2-AWS-In-Bytes,PutObject,,ilki-cloudtrail-journal-suivi-01,0.0000183955,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB - EU (Ireland) data transfer from EU (London),,AWS EMEA SARL,Amazon Simple Storage Service,,,,,,,,,,,EU (Ireland),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-west-1,AWSDataTransfer,AWS Data Transfer,AAQ3STN86RN4D2VT,,,,,EU (London),AWS Region,InterRegion Inbound,EU-EUW2-AWS-In-Bytes,,,,,AAQ3STN86RN4D2VT.JRTCKXETXF.6YS6EN2CT7,3187593557,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T00:00:00Z/2021-05-01T01:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T00:00:00Z,2021-05-01T01:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,18.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T01:00:00Z/2021-05-01T02:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T01:00:00Z,2021-05-01T02:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T02:00:00Z/2021-05-01T03:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T02:00:00Z,2021-05-01T03:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,22.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T03:00:00Z/2021-05-01T04:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T03:00:00Z,2021-05-01T04:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T04:00:00Z/2021-05-01T05:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T04:00:00Z,2021-05-01T05:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,18.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,34.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T08:00:00Z/2021-05-01T09:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T08:00:00Z,2021-05-01T09:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,18.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T09:00:00Z/2021-05-01T10:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T09:00:00Z,2021-05-01T10:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T10:00:00Z/2021-05-01T11:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T10:00:00Z,2021-05-01T11:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,28.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T11:00:00Z/2021-05-01T12:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T11:00:00Z,2021-05-01T12:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,18.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T12:00:00Z/2021-05-01T13:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T12:00:00Z,2021-05-01T13:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
nye5omw7c5dhr6fmfkug54aqnbvaod4wuem5o7ylse7kfd3w2meq,2021-05-01T13:00:00Z/2021-05-01T14:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T13:00:00Z,2021-05-01T14:00:00Z,AWSCloudTrail,APN1-FreeEventsRecorded,None,,,24.0000000000,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0 per free event recorded in Asia Pacific (Tokyo) region,,AWS EMEA SARL,AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,,,,,,,,,,,,Management Tools - AWS CloudTrail Free Events Recorded,ap-northeast-1,AWSCloudTrail,AWS CloudTrail,ADHQC8QDRPDRP8YH,,,,,,,,APN1-FreeEventsRecorded,,,,,ADHQC8QDRPDRP8YH.JRTCKXETXF.6YS6EN2CT7,3017065740,USD,0.0000000000,0.0000000000,OnDemand,Events,,,,,,,,,,1271110284,,,,,,,,,,,,,,,,,,,,
5aoxt2hongpou6jou36qlmfwfs26irfc7obvaetrlrhgmm7bn3ua,2021-05-01T00:00:00Z/2021-05-01T01:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T00:00:00Z,2021-05-01T01:00:00Z,awskms,eu-west-2-KMS-Keys,Unknown,,arn:aws:kms:eu-west-2:157396038624:key/5a5fb15c-f2f6-4619-9d36-31182d469bd2,0.0013440860,,,USD,1.0000000000,0.0013440860,1.0000000000,0.0013440860,$1 per customer managed KMS key version in EU (London),,AWS EMEA SARL,AWS Key Management Service,,,,,,,,,,,,,,,,,,,,,,EU (London),AWS Region,,,,,,,,,,,,,,,,,Encryption Key,eu-west-2,awskms,AWS Key Management Service,AEV6J33PEDP33ZNG,,,,,,,,eu-west-2-KMS-Keys,,,,,AEV6J33PEDP33ZNG.JRTCKXETXF.6YS6EN2CT7,3061950156,USD,0.0013440860,1.0000000000,OnDemand,Keys,,,,,,,,,,1271110250,,,,,,,,,,,,,,,,,,,,
dz5alz6vi4yxw3qq4bso76l3yapzmnj7ho477ldk7r4hpnctlona,2021-05-01T00:00:00Z/2021-05-01T01:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T00:00:00Z,2021-05-01T01:00:00Z,awskms,eu-west-2-KMS-Keys,Unknown,,arn:aws:kms:eu-west-2:157396038624:key/747a4848-6614-4743-a40f-5024362e30d5,0.0013440860,,,USD,1.0000000000,0.0013440860,1.0000000000,0.0013440860,$1 per customer managed KMS key version in EU (London),,AWS EMEA SARL,AWS Key Management Service,,,,,,,,,,,,,,,,,,,,,,EU (London),AWS Region,,,,,,,,,,,,,,,,,Encryption Key,eu-west-2,awskms,AWS Key Management Service,AEV6J33PEDP33ZNG,,,,,,,,eu-west-2-KMS-Keys,,,,,AEV6J33PEDP33ZNG.JRTCKXETXF.6YS6EN2CT7,3061950156,USD,0.0013440860,1.0000000000,OnDemand,Keys,,,,,,,,,,1271110250,,,,,,,,,,,,,,,,,,,,
jrbmpd4tqf3luu4ixqz6qbnndauf2ebvjcshuoetpuoe76252ioa,2021-05-01T00:00:00Z/2021-05-01T01:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T00:00:00Z,2021-05-01T01:00:00Z,awskms,eu-west-2-KMS-Keys,Unknown,,arn:aws:kms:eu-west-2:157396038624:key/bb046da2-685b-42f6-ae0a-9e17f13abf32,0.0013440860,,,USD,1.0000000000,0.0013440860,1.0000000000,0.0013440860,$1 per customer managed KMS key version in EU (London),,AWS EMEA SARL,AWS Key Management Service,,,,,,,,,,,,,,,,,,,,,,EU (London),AWS Region,,,,,,,,,,,,,,,,,Encryption Key,eu-west-2,awskms,AWS Key Management Service,AEV6J33PEDP33ZNG,,,,,,,,eu-west-2-KMS-Keys,,,,,AEV6J33PEDP33ZNG.JRTCKXETXF.6YS6EN2CT7,3061950156,USD,0.0013440860,1.0000000000,OnDemand,Keys,,,,,,,,,,1271110250,,,,,,,,,,,,,,,,,,,,
