identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/alarmType,product/capacitystatus,product/clockSpeed,product/currentGeneration,product/databaseEngine,product/dedicatedEbsThroughput,product/deploymentOption,product/ecu,product/engineCode,product/enhancedNetworkingSupported,product/fromLocation,product/fromLocationType,product/group,product/groupDescription,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/logsDestination,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/minVolumeSize,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/platousagetype,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/region,product/servicecode,product/servicename,product/sku,product/storage,product/storageMedia,product/tenancy,product/tiertype,product/toLocation,product/toLocationType,product/transferType,product/usagetype,product/vcpu,product/version,product/volumeApiName,product/volumeType,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod,resourceTags/aws:createdBy,resourceTags/user:Name,costCategory/All_Account_EC2_Costs,costCategory/DM_Account_All_FinOps_Formation_Costs,costCategory/MyTestCostCategorie
t6v4vdicluardk6nx3xfovauvvv46q4a5643ah3ag5j6wspsu4uq,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/net/a5e2f32b61fc84d97889ea5bbb194986/85f27558c8f66aa2,0.0000002235,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000000201,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,Load Balancer,,
b5f6lkahfmqjagjpf2m7tx5bqjq4ks3cbrhajlj626klncth5lkq,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a3cf872e662f04680a5c9dd33c3cbc41,0.0000086874,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000007819,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
6sy4q4jd3cqp7lmeehwht2524vjf554qvxtlskmnmhnl7r4ov77a,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a61458dcd302545fdbba5d15e878faea,0.0000175312,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000015778,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
ep672otzczvqi4hlcay3gqwiddwjdqg35x55dnmmgdnababkvr3a,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a6a89c75f94b5482ca7b71491db7e7e1,0.0000082552,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000007430,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619603786439946362,,Load Balancer,,
qayk6xe7qnildagyoynvwr6l562rc66henxflkk4eyzthzechbaq,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a86f747ebb1ef4c89b43472472fbf3c8,0.0000096150,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000008654,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619603786439946362,,Load Balancer,,
oa56ufm7hzdrroobgdvlnrkpuntyiexkjpmbssce4uo7bvgzeeqa,2021-05-01T05:00:00Z/2021-05-01T06:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T05:00:00Z,2021-05-01T06:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a802f20b149ad46d796a0f8366fceec9,0.0000086091,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000007748,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619604086373414572,,Load Balancer,,
t6v4vdicluardk6nx3xfovauvvv46q4a5643ah3ag5j6wspsu4uq,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/net/a5e2f32b61fc84d97889ea5bbb194986/85f27558c8f66aa2,0.0000000745,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000000067,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,Load Balancer,,
b5f6lkahfmqjagjpf2m7tx5bqjq4ks3cbrhajlj626klncth5lkq,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a3cf872e662f04680a5c9dd33c3cbc41,0.0000155792,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000014021,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
6sy4q4jd3cqp7lmeehwht2524vjf554qvxtlskmnmhnl7r4ov77a,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a61458dcd302545fdbba5d15e878faea,0.0000236109,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000021250,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
ep672otzczvqi4hlcay3gqwiddwjdqg35x55dnmmgdnababkvr3a,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a6a89c75f94b5482ca7b71491db7e7e1,0.0000076145,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000006853,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619603786439946362,,Load Balancer,,
qayk6xe7qnildagyoynvwr6l562rc66henxflkk4eyzthzechbaq,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a86f747ebb1ef4c89b43472472fbf3c8,0.0000249557,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000022460,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619603786439946362,,Load Balancer,,
oa56ufm7hzdrroobgdvlnrkpuntyiexkjpmbssce4uo7bvgzeeqa,2021-05-01T06:00:00Z/2021-05-01T07:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T06:00:00Z,2021-05-01T07:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a802f20b149ad46d796a0f8366fceec9,0.0000085719,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000007715,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619604086373414572,,Load Balancer,,
t6v4vdicluardk6nx3xfovauvvv46q4a5643ah3ag5j6wspsu4uq,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/net/a5e2f32b61fc84d97889ea5bbb194986/85f27558c8f66aa2,0.0000001490,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000000134,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,Load Balancer,,
b5f6lkahfmqjagjpf2m7tx5bqjq4ks3cbrhajlj626klncth5lkq,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a3cf872e662f04680a5c9dd33c3cbc41,0.0000077784,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000007001,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
6sy4q4jd3cqp7lmeehwht2524vjf554qvxtlskmnmhnl7r4ov77a,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a61458dcd302545fdbba5d15e878faea,0.0000211522,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000019037,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
ep672otzczvqi4hlcay3gqwiddwjdqg35x55dnmmgdnababkvr3a,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a6a89c75f94b5482ca7b71491db7e7e1,0.0000074543,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000006709,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619603786439946362,,Load Balancer,,
qayk6xe7qnildagyoynvwr6l562rc66henxflkk4eyzthzechbaq,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a86f747ebb1ef4c89b43472472fbf3c8,0.0000092760,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000008348,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619603786439946362,,Load Balancer,,
oa56ufm7hzdrroobgdvlnrkpuntyiexkjpmbssce4uo7bvgzeeqa,2021-05-01T07:00:00Z/2021-05-01T08:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T07:00:00Z,2021-05-01T08:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a802f20b149ad46d796a0f8366fceec9,0.0000083260,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000007493,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQJ4AFBDVW5:1619604086373414572,,Load Balancer,,
t6v4vdicluardk6nx3xfovauvvv46q4a5643ah3ag5j6wspsu4uq,2021-05-01T08:00:00Z/2021-05-01T09:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T08:00:00Z,2021-05-01T09:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/net/a5e2f32b61fc84d97889ea5bbb194986/85f27558c8f66aa2,0.0000001118,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000000101,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,,,Load Balancer,,
b5f6lkahfmqjagjpf2m7tx5bqjq4ks3cbrhajlj626klncth5lkq,2021-05-01T08:00:00Z/2021-05-01T09:00:00Z,,AWS,Anniversary,841508528727,2021-05-01T00:00:00Z,2021-06-01T00:00:00Z,157396038624,Usage,2021-05-01T08:00:00Z,2021-05-01T09:00:00Z,AWSELB,EUC1-DataTransfer-Out-Bytes,LoadBalancing,,arn:aws:elasticloadbalancing:eu-central-1:157396038624:loadbalancer/a3cf872e662f04680a5c9dd33c3cbc41,0.0000093915,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - first 1 GB of data transferred out per month,,AWS EMEA SARL,Elastic Load Balancing,,,,,,,,,,,EU (Frankfurt),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,eu-central-1,AWSDataTransfer,AWS Data Transfer,F62Y6TKR8NC6Q2ZB,,,,,External,Other,AWS Outbound,EUC1-DataTransfer-Out-Bytes,,,,,F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ,3187592956,USD,0.0000008452,0.0900000000,OnDemand,GB,,,,,,,,,,2570460015,,,,,,,,,,,,,,,,AssumedRole:AROASJJMI6PQDVM5STVUJ:1619620374976077867,,Load Balancer,,
